"Source";"Target";"weight"
2;3;0,333333333333333
3;4;0,333333333333333
7;9;0,333333333333333
10;12;0,666666666666667
3;6;0,333333333333333
4;5;0,333333333333333
3;8;0,666666666666667
1;2;0,666666666666667
7;8;1
7;12;0,666666666666667
5;9;1
3;9;0,333333333333333
1;11;0,666666666666667
6;12;0,333333333333333
9;12;0,666666666666667
1;4;0,666666666666667
8;9;0,666666666666667
6;11;0,333333333333333
4;11;1
4;12;0,666666666666667
8;12;0,666666666666667
6;7;0,333333333333333
1;7;0,333333333333333
3;10;1
2;6;0,333333333333333
1;5;0,333333333333333
3;12;1
2;12;0,666666666666667
4;8;0,333333333333333
1;3;0,666666666666667
6;10;0,666666666666667
1;10;0,333333333333333
6;8;0,666666666666667
7;11;1
