"Source";"Target";"weight"
1;7;0,666666666666667
6;12;1
8;12;0,666666666666667
4;5;1
5;10;1
8;10;0,666666666666667
10;11;0,333333333333333
2;3;0,333333333333333
1;6;1
5;12;0,666666666666667
10;12;0,333333333333333
3;8;0,666666666666667
4;11;0,666666666666667
6;11;1
7;8;0,333333333333333
8;11;1
9;10;1
7;9;0,666666666666667
1;10;0,333333333333333
3;5;0,666666666666667
4;10;1
1;2;0,333333333333333
2;5;0,333333333333333
3;9;0,666666666666667
5;11;0,333333333333333
1;8;1
3;10;0,666666666666667
7;11;1
4;7;0,333333333333333
