"Source";"Target";"weight"
1;7;0,333333333333333
8;9;0,333333333333333
3;11;0,333333333333333
6;10;1
1;5;0,666666666666667
6;9;0,666666666666667
1;11;0,666666666666667
3;4;0,333333333333333
7;8;1
6;12;1
1;4;0,333333333333333
5;9;1
2;11;0,333333333333333
4;7;1
5;12;0,666666666666667
2;5;0,333333333333333
4;5;0,333333333333333
3;12;1
3;6;1
3;5;0,666666666666667
7;11;0,666666666666667
8;11;1
9;10;1
11;12;0,333333333333333
6;11;1
2;9;0,333333333333333
2;12;0,333333333333333
1;12;1
1;2;0,333333333333333
1;9;1
1;6;1
4;9;1
4;11;1
