"Source";"Target";"weight"
6;10;0,666666666666667
1;9;0,666666666666667
1;6;0,333333333333333
4;12;0,666666666666667
6;7;0,666666666666667
8;9;0,666666666666667
4;8;0,333333333333333
2;4;0,666666666666667
9;11;0,333333333333333
10;12;1
11;12;0,666666666666667
3;12;1
8;12;0,666666666666667
2;11;0,666666666666667
2;8;1
3;11;0,666666666666667
3;6;0,333333333333333
2;3;1
2;9;0,333333333333333
1;10;1
1;2;0,666666666666667
3;5;0,666666666666667
7;11;0,333333333333333
7;9;1
6;8;0,666666666666667
9;10;1
8;10;0,666666666666667
10;11;0,666666666666667
1;12;0,333333333333333
5;6;0,333333333333333
5;12;1
