"Source";"Target";"weight"
2;10;1
6;11;1
2;5;0,666666666666667
1;3;0,333333333333333
5;11;0,333333333333333
5;6;0,666666666666667
3;8;0,333333333333333
9;11;1
6;8;1
7;10;0,333333333333333
2;6;0,333333333333333
1;4;1
2;3;0,333333333333333
2;9;0,333333333333333
2;7;1
6;10;0,666666666666667
4;7;0,666666666666667
1;5;0,333333333333333
4;12;1
5;7;0,666666666666667
1;6;0,333333333333333
10;12;0,333333333333333
4;11;0,333333333333333
3;4;0,666666666666667
8;12;0,666666666666667
6;7;1
4;8;0,666666666666667
6;12;0,666666666666667
2;12;0,333333333333333
3;6;1
3;12;0,666666666666667
1;8;0,333333333333333
2;4;0,333333333333333
7;8;0,333333333333333
4;9;0,666666666666667
