"Source";"Target";"weight"
3;6;0,666666666666667
6;7;0,666666666666667
2;5;0,666666666666667
1;3;0,666666666666667
10;12;0,333333333333333
2;3;1
5;7;0,333333333333333
2;6;0,333333333333333
7;12;1
4;8;0,333333333333333
8;10;0,666666666666667
9;11;1
7;11;1
7;8;0,666666666666667
2;11;1
1;10;0,333333333333333
8;9;0,666666666666667
4;11;0,666666666666667
1;4;0,666666666666667
1;5;0,333333333333333
1;6;0,333333333333333
2;10;1
1;8;0,333333333333333
2;7;0,666666666666667
7;10;0,333333333333333
6;12;0,333333333333333
3;8;0,333333333333333
1;7;0,666666666666667
5;12;1
2;4;0,666666666666667
1;2;1
7;9;0,333333333333333
4;9;1
6;9;1
6;8;1
4;12;0,333333333333333
6;11;1
3;7;0,666666666666667
3;4;0,666666666666667
6;10;0,333333333333333
8;12;0,666666666666667
1;11;0,333333333333333
4;5;0,333333333333333
